dataset,backbone,strategy,unfreeze_pct,Direction,task,n_classes,total_params,trainable_params,batch_size,learning_rate,epochs_trained,best_epoch,best_val_primary,test_loss,training_time_sec,seed,test_primary,test_auc_macro,test_acc,test_acc_hamming,test_auc,test_auc_micro
chestmnist,vit_base_patch16_224,partial,40,start,multilabel,14,85809422,35450126,64,0.0001,24,9,0.8263736289187159,0.15356329877322217,2263.700588941574,46,0.8209138445294611,0.8209138445294611,0.5256541701956938,0.9477205137839025,0.8209138439606697,0.8692835246697241
chestmnist,densenet121,partial,40,end,multilabel,14,6968206,5536526,64,0.0001,19,4,0.8167203337308754,0.1528162275496711,1235.6360430717468,44,0.8197022030593127,0.8197022030593127,0.5311371639994651,0.9483636988874808,0.8197022035496692,0.8690540464337999
chestmnist,swin_tiny_patch4_window7_224,partial,60,end,multilabel,14,27530120,24853574,64,0.0001,20,5,0.8366417108772852,0.1488099277783663,1317.5752999782562,40,0.8334709577491778,0.8334709577491778,0.5279276066509161,0.9479879768962817,0.8334709584081621,0.8798713543296665
chestmnist,swin_tiny_patch4_window7_224,full,0,0,multilabel,14,27530120,27530120,64,0.0001,27,12,0.8304602627032703,0.15324417586594904,2769.266993999481,42,0.8261619123453375,0.8261619123453375,0.5264119823474346,0.9477810113926549,0.8261619113646245,0.8771066907988162
chestmnist,densenet121,partial,60,end,multilabel,14,6968206,6588302,64,0.0001,21,6,0.82773990138879,0.15087088666580342,1637.046917438507,44,0.8322661699372821,0.8322661699372821,0.5283288013194847,0.9481822060612236,0.8322661701843449,0.8765333781032592
chestmnist,swin_tiny_patch4_window7_224,partial,60,start,multilabel,14,27530120,8233184,64,0.0001,25,10,0.8391632059014217,0.15416265724815875,2317.9666175842285,49,0.835641644706464,0.835641644706464,0.5342129897918245,0.9485515598830804,0.835641644706464,0.8748598951046433
chestmnist,vit_base_patch16_224,full,0,0,multilabel,14,85809422,85809422,64,0.0001,22,7,0.8151802213707228,0.15535525436330044,2384.8337259292603,47,0.8136882480580129,0.8136882480580129,0.532519056746757,0.9480994198597729,0.8136882485483693,0.8634778775221719
chestmnist,vit_base_patch16_224,partial,20,end,multilabel,14,85809422,21274382,64,0.0001,20,5,0.8100537790044479,0.15742734280491827,1296.5937223434448,43,0.8083521199204883,0.8083521199204883,0.5281059153925021,0.9477014092758754,0.8083521205794726,0.8577162440792457
chestmnist,densenet121,full,0,0,multilabel,14,6968206,6968206,64,0.0001,20,5,0.8320408069256008,0.15018840098058397,1975.120698928833,49,0.8326429878247886,0.8326429878247886,0.5314937814826372,0.9484433010042603,0.8326429864283853,0.87805361546301
chestmnist,swin_tiny_patch4_window7_224,partial,40,end,multilabel,14,27530120,19524098,64,0.0001,21,6,0.8299080422020708,0.1507556842178361,1233.8953602313995,46,0.8294341307886203,0.8294341307886203,0.5293540765836046,0.9481631015531965,0.8294341315260396,0.8752175170143469
chestmnist,vit_base_patch16_224,partial,60,end,multilabel,14,85809422,56713742,64,0.0001,21,6,0.8256370592075767,0.15384631669759072,1841.1556029319763,44,0.8254843290016936,0.8254843290016936,0.5311817411848616,0.9482968331093861,0.8254843290016936,0.8716996983493523
chestmnist,densenet121,partial,60,end,multilabel,14,6968206,6588302,64,0.0001,22,7,0.8301988089661537,0.15431449628114022,1672.3467481136322,49,0.8265552621738805,0.8265552621738805,0.5179423171220969,0.946787576975247,0.8265552621738805,0.872750438856661
chestmnist,vit_base_patch16_224,partial,40,start,multilabel,14,85809422,35450126,64,0.0001,22,7,0.8224354456802533,0.15499290889739312,2042.371001958847,45,0.8222302683892648,0.8222302683892648,0.532429902375964,0.9482968331093861,0.822230268220637,0.8678673721561481
chestmnist,densenet121,partial,20,start,multilabel,14,6968206,382670,64,0.0001,72,57,0.8121626161228138,0.15476977222325794,5800.971615314484,48,0.811653460019753,0.811653460019753,0.5279721838363126,0.9477905636466685,0.8116534610004662,0.8658364150315759
chestmnist,resnet18,partial,40,start,multilabel,14,11183694,680718,64,0.0001,82,67,0.8089748915197976,0.15580258310435505,3472.1835157871246,46,0.8057676285381039,0.8057676285381039,0.5288637275442428,0.9478192204087091,0.8057676286165388,0.8622507716672877
chestmnist,swin_tiny_patch4_window7_224,partial,60,start,multilabel,14,27530120,8233184,64,0.0001,23,8,0.8385365795079622,0.14943575404817902,2176.1741564273834,43,0.8358562016728388,0.8358562016728388,0.5248963580439531,0.9480038973196375,0.8358562009354197,0.879891080915404
chestmnist,resnet18,partial,40,end,multilabel,14,11183694,10500622,64,0.0001,30,15,0.8040901768023861,0.15737033987741525,1304.4961187839508,45,0.8018525540302025,0.8018525540302025,0.5269914857575893,0.9477236978685737,0.8018525535398461,0.8595497994708902
