,dataset,run_name,summary_path,Direction,backbone,batch_size,best_epoch,best_val_primary,epochs_trained,learning_rate,n_classes,seed,strategy,task,test_acc,test_auc,test_auc_macro,test_f1_macro,test_loss,test_primary,total_params,trainable_params,training_time_sec,unfreeze_pct
1948,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct40_dirstart_seed44,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct40_dirstart_seed44/summary.json,start,swin_tiny_patch4_window7_224,64,9,0.9999983760470808,16,0.0001,11,44,partial,classification,0.964281696478794,0.9989934635943376,,0.963344137228595,0.1370021246810001,0.9989934635943376,27527813,2901401,680.7806537151337,40
1949,organamnist,organamnist_swin_tiny_patch4_window7_224_full_pct0_seed42,organamnist/organamnist_swin_tiny_patch4_window7_224_full_pct0_seed42/summary.json,0,swin_tiny_patch4_window7_224,64,14,0.9999992734952636,16,0.0001,11,42,full,classification,0.970187872651592,0.9991353408323924,,0.967241033938475,0.1463443019154432,0.9991353408323924,27527813,27527813,756.4584527015686,0
1950,organamnist,organamnist_vit_base_patch16_224_partial_pct20_dirstart_seed41,organamnist/organamnist_vit_base_patch16_224_partial_pct20_dirstart_seed41/summary.json,start,vit_base_patch16_224,64,8,0.9999988843159292,16,0.0001,11,41,partial,classification,0.9579817752278096,0.9983999051344112,,0.95534610435315,0.1653600750150152,0.9983999051344112,85807115,21272075,688.039675951004,20
1951,organamnist,organamnist_vit_base_patch16_224_partial_pct60_dirend_seed45,organamnist/organamnist_vit_base_patch16_224_partial_pct60_dirend_seed45/summary.json,end,vit_base_patch16_224,64,16,0.9999999540995316,16,0.0001,11,45,partial,classification,0.9710878614017324,0.9979617327847802,,0.9702623280106424,0.1405321969733391,0.9979617327847802,85807115,56711435,677.9836690425873,60
1952,organamnist,organamnist_vit_base_patch16_224_partial_pct60_dirend_seed47,organamnist/organamnist_vit_base_patch16_224_partial_pct60_dirend_seed47/summary.json,end,vit_base_patch16_224,64,15,0.9999999512420812,16,0.0001,11,47,partial,classification,0.9784565192935089,0.9995343975502116,,0.9777190576276698,0.0974732511129057,0.9995343975502116,85807115,56711435,694.8608610630035,60
1953,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct40_dirstart_seed41,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct40_dirstart_seed41/summary.json,start,swin_tiny_patch4_window7_224,64,18,0.9999963383406928,19,0.0001,11,41,partial,classification,0.9601192485093936,0.9987497816954162,,0.95927946229157,0.1740779038778298,0.9987497816954162,27527813,2901401,814.3830392360687,40
1954,organamnist,organamnist_swin_tiny_patch4_window7_224_full_pct0_seed44,organamnist/organamnist_swin_tiny_patch4_window7_224_full_pct0_seed44/summary.json,0,swin_tiny_patch4_window7_224,64,4,0.9999990770948696,16,0.0001,11,44,full,classification,0.9549443131960852,0.9985201694623516,,0.9478721184000768,0.1807674184867027,0.9985201694623516,27527813,27527813,764.2281408309937,0
1955,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct20_dirend_seed49,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct20_dirend_seed49/summary.json,end,swin_tiny_patch4_window7_224,64,12,0.99999542004716,16,0.0001,11,49,partial,classification,0.9686691416357296,0.9991616579013156,,0.9662481084705612,0.1507096388089351,0.9991616579013156,27527813,15968807,415.5048258304596,20
1956,organamnist,organamnist_vit_base_patch16_224_partial_pct60_dirstart_seed46,organamnist/organamnist_vit_base_patch16_224_partial_pct60_dirstart_seed46/summary.json,start,vit_base_patch16_224,64,2,0.9999993990468212,16,0.0001,11,46,partial,classification,0.962706716166048,0.9987058322322462,,0.9589855336031924,0.1449492478830297,0.9987058322322462,85807115,56711435,759.7856678962708,60
1957,organamnist,organamnist_swin_tiny_patch4_window7_224_LP_pct0_seed49,organamnist/organamnist_swin_tiny_patch4_window7_224_LP_pct0_seed49/summary.json,0,swin_tiny_patch4_window7_224,64,26,0.9996083431162304,26,0.0001,11,49,LP,classification,0.926707166160423,0.996391291729622,,0.923016325624636,0.2178464178799939,0.996391291729622,27527813,8459,652.6544148921967,0
1958,organamnist,organamnist_vit_base_patch16_224_full_pct0_seed40,organamnist/organamnist_vit_base_patch16_224_full_pct0_seed40/summary.json,0,vit_base_patch16_224,64,2,0.9999994274900348,16,0.0001,11,40,full,classification,0.961637979525256,0.998225754414462,,0.9596947288751138,0.1744780666931874,0.998225754414462,85807115,85807115,821.3422524929047,0
1959,organamnist,organamnist_vit_base_patch16_224_partial_pct40_dirstart_seed40,organamnist/organamnist_vit_base_patch16_224_partial_pct40_dirstart_seed40/summary.json,start,vit_base_patch16_224,64,11,0.9999956467965232,17,0.0001,11,40,partial,classification,0.96585667679154,0.9991775764637886,,0.9644475762135216,0.1341681724540695,0.9991775764637886,85807115,35447819,781.369794845581,40
1960,organamnist,organamnist_vit_base_patch16_224_partial_pct60_dirend_seed46,organamnist/organamnist_vit_base_patch16_224_partial_pct60_dirend_seed46/summary.json,end,vit_base_patch16_224,64,4,0.9999996586945682,16,0.0001,11,46,partial,classification,0.9753628079649004,0.9993015569485778,,0.9754084344178152,0.0977056849649068,0.9993015569485778,85807115,56711435,678.5919966697693,60
1961,organamnist,organamnist_densenet121_LP_pct0_seed47,organamnist/organamnist_densenet121_LP_pct0_seed47/summary.json,0,densenet121,64,48,0.9989068258170268,50,0.0001,11,47,LP,classification,0.913094836314546,0.9947453571795573,,0.902776710300109,0.2485192542453464,0.9947453571795573,6965131,11275,1058.766187667847,0
1962,organamnist,organamnist_resnet18_partial_pct60_dirstart_seed41,organamnist/organamnist_resnet18_partial_pct60_dirstart_seed41/summary.json,start,resnet18,64,18,0.9999626676355498,20,0.0001,11,41,partial,classification,0.9571380357745528,0.9978578300391812,,0.95411287992526,0.1503145425721145,0.9978578300391812,11182155,2778891,410.3086040019989,60
1963,organamnist,organamnist_vit_base_patch16_224_partial_pct20_dirend_seed41,organamnist/organamnist_vit_base_patch16_224_partial_pct20_dirend_seed41/summary.json,end,vit_base_patch16_224,64,16,0.999986525076516,17,0.0001,11,41,partial,classification,0.9505006187422658,0.997188313366857,,0.9469546426606044,0.2877413223068549,0.997188313366857,85807115,21272075,561.6117022037506,20
1964,organamnist,organamnist_resnet18_LP_pct0_seed41,organamnist/organamnist_resnet18_LP_pct0_seed41/summary.json,0,resnet18,64,76,0.9971071054674912,80,0.0001,11,41,LP,classification,0.8735515806052424,0.9899736922082462,,0.8508737433231804,0.3546801838729021,0.9899736922082462,11182155,5643,1707.3088591098783,0
1965,organamnist,organamnist_densenet121_partial_pct40_dirend_seed41,organamnist/organamnist_densenet121_partial_pct40_dirend_seed41/summary.json,end,densenet121,64,10,0.9999802905872316,16,0.0001,11,41,partial,classification,0.9571942850714366,0.9982968464341486,,0.9546986625575012,0.1615406073422151,0.9982968464341486,6965131,5533451,481.9376344680786,40
1966,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct20_dirstart_seed42,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct20_dirstart_seed42/summary.json,start,swin_tiny_patch4_window7_224,64,19,0.9999789079080156,20,0.0001,11,42,partial,classification,0.9511756103048712,0.9980026835696209,,0.9509105449771924,0.1704751048337587,0.9980026835696209,27527813,679031,820.877982378006,20
1967,organamnist,organamnist_densenet121_partial_pct40_dirstart_seed41,organamnist/organamnist_densenet121_partial_pct40_dirstart_seed41/summary.json,start,densenet121,64,14,0.9999358387186484,29,0.0001,11,41,partial,classification,0.9572505343683204,0.9983279534316836,,0.9536955657838112,0.1357511025618949,0.9983279534316836,6965131,1299275,1130.1551196575165,40
1968,organamnist,organamnist_vit_base_patch16_224_partial_pct20_dirstart_seed40,organamnist/organamnist_vit_base_patch16_224_partial_pct20_dirstart_seed40/summary.json,start,vit_base_patch16_224,64,15,0.9999913245379828,16,0.0001,11,40,partial,classification,0.9609067386657668,0.9988320244657314,,0.9596563712940184,0.1581682361957194,0.9988320244657314,85807115,21272075,690.8972537517548,20
1969,organamnist,organamnist_densenet121_LP_pct0_seed48,organamnist/organamnist_densenet121_LP_pct0_seed48/summary.json,0,densenet121,64,49,0.9989384387138616,54,0.0001,11,48,LP,classification,0.9139948250646868,0.9946762621643322,,0.9032827173072678,0.2488788871241988,0.9946762621643322,6965131,11275,1129.8732688426971,0
1970,organamnist,organamnist_densenet121_partial_pct60_dirstart_seed41,organamnist/organamnist_densenet121_partial_pct60_dirstart_seed41/summary.json,start,densenet121,64,19,0.9999887141214476,20,0.0001,11,41,partial,classification,0.9616942288221396,0.9984497986324082,,0.959294726562246,0.1654949524970021,0.9984497986324082,6965131,4269131,820.6557238101959,60
1971,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct20_dirend_seed43,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct20_dirend_seed43/summary.json,end,swin_tiny_patch4_window7_224,64,10,0.9999935369171716,16,0.0001,11,43,partial,classification,0.9672629092136348,0.9988749933028054,,0.9626194198824056,0.1782874262622865,0.9988749933028054,27527813,15968807,409.5802664756775,20
1972,organamnist,organamnist_resnet18_partial_pct20_dirstart_seed45,organamnist/organamnist_resnet18_partial_pct20_dirstart_seed45/summary.json,start,resnet18,64,33,0.9997830699711782,36,0.0001,11,45,partial,classification,0.930982112723591,0.9959943152663336,,0.9245775959449768,0.2097265015108336,0.9959943152663336,11182155,153611,718.8238217830658,20
1973,organamnist,organamnist_densenet121_partial_pct60_dirend_seed42,organamnist/organamnist_densenet121_partial_pct60_dirend_seed42/summary.json,end,densenet121,64,6,0.999992456711485,16,0.0001,11,42,partial,classification,0.9632692091348858,0.9989608856510016,,0.960571248408638,0.1187738278343027,0.9989608856510016,6965131,6585227,556.8903720378876,60
1974,organamnist,organamnist_resnet18_LP_pct0_seed48,organamnist/organamnist_resnet18_LP_pct0_seed48/summary.json,0,resnet18,64,84,0.997169877212843,86,0.0001,11,48,LP,classification,0.8710766115423557,0.9900271711833284,,0.8472647647749696,0.3520723636523425,0.9900271711833284,11182155,5643,1692.53808259964,0
1975,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed41,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed41/summary.json,start,swin_tiny_patch4_window7_224,64,13,0.9999995648580392,16,0.0001,11,41,partial,classification,0.9643941950725616,0.9991071081600442,,0.962763525822269,0.1830025191881347,0.9991071081600442,27527813,8230877,693.4182653427124,60
1976,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct40_dirend_seed46,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct40_dirend_seed46/summary.json,end,swin_tiny_patch4_window7_224,64,3,0.9999981461091856,16,0.0001,11,46,partial,classification,0.971256609292384,0.9992762403980806,,0.9687572158958412,0.1214375691198393,0.9992762403980806,27527813,19521791,439.7280719280243,40
1977,organamnist,organamnist_vit_base_patch16_224_full_pct0_seed47,organamnist/organamnist_vit_base_patch16_224_full_pct0_seed47/summary.json,0,vit_base_patch16_224,64,16,0.999998650446241,17,0.0001,11,47,full,classification,0.9664754190572618,0.9987548920926328,,0.9658563956802356,0.1666942864741037,0.9987548920926328,85807115,85807115,889.1237971782684,0
1978,organamnist,organamnist_densenet121_full_pct0_seed41,organamnist/organamnist_densenet121_full_pct0_seed41/summary.json,0,densenet121,64,8,0.9999809799956412,16,0.0001,11,41,full,classification,0.9710316121048488,0.998435650885936,,0.9695032021055302,0.1252536327115816,0.998435650885936,6965131,6965131,737.8517427444458,0
1979,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct40_dirend_seed41,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct40_dirend_seed41/summary.json,end,swin_tiny_patch4_window7_224,64,10,0.9999993307041192,16,0.0001,11,41,partial,classification,0.9689503881201486,0.999371795758726,,0.9669098513682144,0.1378788997282767,0.999371795758726,27527813,19521791,452.9689502716065,40
1980,organamnist,organamnist_densenet121_full_pct0_seed40,organamnist/organamnist_densenet121_full_pct0_seed40/summary.json,0,densenet121,64,6,0.999983852337721,16,0.0001,11,40,full,classification,0.967994150073124,0.9984924446930442,,0.9656802543980096,0.1183148612931585,0.9984924446930442,6965131,6965131,1227.996381521225,0
1981,organamnist,organamnist_vit_base_patch16_224_partial_pct60_dirstart_seed44,organamnist/organamnist_vit_base_patch16_224_partial_pct60_dirstart_seed44/summary.json,start,vit_base_patch16_224,64,15,0.999999299623326,16,0.0001,11,44,partial,classification,0.9675441556980536,0.99896421171494,,0.966640226811584,0.1764756449545451,0.99896421171494,85807115,56711435,765.4819340705872,60
1982,organamnist,organamnist_resnet18_partial_pct20_dirend_seed46,organamnist/organamnist_resnet18_partial_pct20_dirend_seed46/summary.json,end,resnet18,64,17,0.9999897650400928,21,0.0001,11,46,partial,classification,0.9494881313983576,0.9972444806149168,,0.9443695324663756,0.1946108062456784,0.9972444806149168,11182155,8399371,429.58028388023376,20
1983,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct20_dirend_seed40,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct20_dirend_seed40/summary.json,end,swin_tiny_patch4_window7_224,64,12,0.999995789257364,22,0.0001,11,40,partial,classification,0.9718191022612216,0.9992956758911788,,0.970416893856464,0.1343111297399498,0.9992956758911788,27527813,15968807,575.0740361213684,20
1984,organamnist,organamnist_densenet121_partial_pct20_dirstart_seed49,organamnist/organamnist_densenet121_partial_pct20_dirstart_seed49/summary.json,start,densenet121,64,26,0.9999433269987186,34,0.0001,11,49,partial,classification,0.9576442794465068,0.9983273831118143,,0.954959934206808,0.1341915374233139,0.9983273831118143,6965131,379595,1223.02734208107,20
1985,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct20_dirstart_seed47,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct20_dirstart_seed47/summary.json,start,swin_tiny_patch4_window7_224,64,17,0.9999849838931982,20,0.0001,11,47,partial,classification,0.9597817527280909,0.998637172661061,,0.9577640451719815,0.1309431541154978,0.998637172661061,27527813,679031,828.1506917476654,20
1986,organamnist,organamnist_densenet121_partial_pct20_dirstart_seed42,organamnist/organamnist_densenet121_partial_pct20_dirstart_seed42/summary.json,start,densenet121,64,26,0.9999175415975736,32,0.0001,11,42,partial,classification,0.9510068624142198,0.9975708366429356,,0.9473238250687618,0.1671383420085842,0.9975708366429356,6965131,379595,1176.8483917713163,20
1987,organamnist,organamnist_densenet121_partial_pct40_dirstart_seed49,organamnist/organamnist_densenet121_partial_pct40_dirstart_seed49/summary.json,start,densenet121,64,21,0.9999622190389884,22,0.0001,11,49,partial,classification,0.9604567442906964,0.998232435207254,,0.957893536889346,0.1507232555493096,0.998232435207254,6965131,1299275,811.8177807331085,40
1988,organamnist,organamnist_densenet121_partial_pct40_dirend_seed42,organamnist/organamnist_densenet121_partial_pct40_dirend_seed42/summary.json,end,densenet121,64,7,0.9999932491446064,16,0.0001,11,42,partial,classification,0.9640566992912588,0.9986021401193392,,0.9601189087957612,0.1277422793913069,0.9986021401193392,6965131,5533451,458.86573553085327,40
1989,organamnist,organamnist_resnet18_partial_pct20_dirstart_seed48,organamnist/organamnist_resnet18_partial_pct20_dirstart_seed48/summary.json,start,resnet18,64,35,0.9998338693696698,37,0.0001,11,48,partial,classification,0.9354258071774104,0.996367417156528,,0.9290936364992234,0.1987358227425771,0.996367417156528,11182155,153611,734.8771793842316,20
1990,organamnist,organamnist_vit_base_patch16_224_LP_pct0_seed45,organamnist/organamnist_vit_base_patch16_224_LP_pct0_seed45/summary.json,0,vit_base_patch16_224,64,18,0.9996205557857878,22,0.0001,11,45,LP,classification,0.9130385870176624,0.995245641888966,,0.9058505995715996,0.2478669106745891,0.995245641888966,85807115,8459,707.7420699596405,0
1991,organamnist,organamnist_densenet121_full_pct0_seed48,organamnist/organamnist_densenet121_full_pct0_seed48/summary.json,0,densenet121,64,11,0.9999967471303668,16,0.0001,11,48,full,classification,0.9656879289008888,0.9983710148685616,,0.9636735424579173,0.1482023131058353,0.9983710148685616,6965131,6965131,715.1211032867432,0
1992,organamnist,organamnist_resnet18_LP_pct0_seed40,organamnist/organamnist_resnet18_LP_pct0_seed40/summary.json,0,resnet18,64,69,0.996996076302944,70,0.0001,11,40,LP,classification,0.8713016087298909,0.989771467306769,,0.8472692767434586,0.3577838311735675,0.989771467306769,11182155,5643,1505.2551639080048,0
1993,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed44,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed44/summary.json,start,swin_tiny_patch4_window7_224,64,13,0.9999996973607792,16,0.0001,11,44,partial,classification,0.9654066824164698,0.9992541596519032,,0.9635580514333116,0.1413315282087679,0.9992541596519032,27527813,8230877,695.1273906230927,60
1994,organamnist,organamnist_resnet18_partial_pct60_dirend_seed49,organamnist/organamnist_resnet18_partial_pct60_dirend_seed49/summary.json,end,resnet18,64,12,0.9999973253140269,17,0.0001,11,49,partial,classification,0.954156823039712,0.9975846289279686,,0.9497222445053648,0.1780776918510631,0.9975846289279686,11182155,11024651,341.24620509147644,60
1995,organamnist,organamnist_densenet121_partial_pct20_dirend_seed45,organamnist/organamnist_densenet121_partial_pct20_dirend_seed45/summary.json,end,densenet121,64,23,0.9999934398735518,23,0.0001,11,45,partial,classification,0.9583755203059962,0.9983263404089096,,0.9561367870344556,0.1737937605613172,0.9983263404089096,6965131,2695691,512.0877978801727,20
1996,organamnist,organamnist_vit_base_patch16_224_partial_pct20_dirend_seed40,organamnist/organamnist_vit_base_patch16_224_partial_pct20_dirend_seed40/summary.json,end,vit_base_patch16_224,64,14,0.9999832600341864,16,0.0001,11,40,partial,classification,0.956294296321296,0.9980320643199396,,0.9513536094916202,0.2106081425212742,0.9980320643199396,85807115,21272075,536.4737212657928,20
1997,organamnist,organamnist_densenet121_partial_pct20_dirstart_seed43,organamnist/organamnist_densenet121_partial_pct20_dirstart_seed43/summary.json,start,densenet121,64,28,0.9999234400511696,33,0.0001,11,43,partial,classification,0.9551693103836202,0.9978751231514992,,0.953483275026236,0.151178842691852,0.9978751231514992,6965131,379595,1213.2532069683075,20
1998,organamnist,organamnist_swin_tiny_patch4_window7_224_LP_pct0_seed48,organamnist/organamnist_swin_tiny_patch4_window7_224_LP_pct0_seed48/summary.json,0,swin_tiny_patch4_window7_224,64,29,0.9996367425326462,29,0.0001,11,48,LP,classification,0.9286758915513555,0.9965847783739468,,0.92454359158424,0.2112308473145361,0.9965847783739468,27527813,8459,720.1324198246002,0
1999,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed47,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed47/summary.json,start,swin_tiny_patch4_window7_224,64,4,0.9999994398649548,16,0.0001,11,47,partial,classification,0.9561255484306446,0.9990452692104156,,0.9543250420458136,0.1518280754844062,0.9990452692104156,27527813,8230877,702.3332679271698,60
2000,organamnist,organamnist_resnet18_LP_pct0_seed42,organamnist/organamnist_resnet18_LP_pct0_seed42/summary.json,0,resnet18,64,105,0.9972055121729028,106,0.0001,11,42,LP,classification,0.8750703116211047,0.9903062781057512,,0.8523489671556206,0.3469720192307191,0.9903062781057512,11182155,5643,2141.500492811203,0
2001,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct40_dirstart_seed48,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct40_dirstart_seed48/summary.json,start,swin_tiny_patch4_window7_224,64,17,0.9999967355265674,18,0.0001,11,48,partial,classification,0.9676566542918212,0.999177934858476,,0.9661040949774116,0.122580101677106,0.999177934858476,27527813,2901401,756.761265039444,40
2002,organamnist,organamnist_vit_base_patch16_224_partial_pct20_dirend_seed44,organamnist/organamnist_vit_base_patch16_224_partial_pct20_dirend_seed44/summary.json,end,vit_base_patch16_224,64,6,0.9999859325179656,16,0.0001,11,44,partial,classification,0.9450444369445382,0.996382125432513,,0.9404626575480584,0.334420918788415,0.996382125432513,85807115,21272075,522.7504591941833,20
2003,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed42,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed42/summary.json,start,swin_tiny_patch4_window7_224,64,11,0.9999996897919594,16,0.0001,11,42,partial,classification,0.9724378445269434,0.999398059475794,,0.968903405762033,0.1097323918012021,0.999398059475794,27527813,8230877,704.4791095256805,60
2004,organamnist,organamnist_vit_base_patch16_224_full_pct0_seed44,organamnist/organamnist_vit_base_patch16_224_full_pct0_seed44/summary.json,0,vit_base_patch16_224,64,11,0.999998435036168,16,0.0001,11,44,full,classification,0.9556193047586904,0.9979272736915832,,0.9549290718299052,0.2422261506900285,0.9979272736915832,85807115,85807115,825.3965449333191,0
2005,organamnist,organamnist_resnet18_partial_pct60_dirstart_seed40,organamnist/organamnist_resnet18_partial_pct60_dirstart_seed40/summary.json,start,resnet18,64,8,0.999996600335194,21,0.0001,11,40,partial,classification,0.9505568680391496,0.9976940802851904,,0.943628055123171,0.1541767276944123,0.9976940802851904,11182155,2778891,446.73393630981445,60
2006,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct20_dirend_seed45,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct20_dirend_seed45/summary.json,end,swin_tiny_patch4_window7_224,64,14,0.9999936848170056,16,0.0001,11,45,partial,classification,0.9629879626504668,0.999001568709136,,0.958277845249942,0.1815185223020032,0.999001568709136,27527813,15968807,404.1529598236084,20
2007,organamnist,organamnist_swin_tiny_patch4_window7_224_full_pct0_seed43,organamnist/organamnist_swin_tiny_patch4_window7_224_full_pct0_seed43/summary.json,0,swin_tiny_patch4_window7_224,64,16,1.0,16,0.0001,11,43,full,classification,0.9593317583530204,0.9985408674753152,,0.95597266798197,0.2363336391666596,0.9985408674753152,27527813,27527813,760.4657893180847,0
2008,organamnist,organamnist_densenet121_full_pct0_seed44,organamnist/organamnist_densenet121_full_pct0_seed44/summary.json,0,densenet121,64,13,0.9999826066072036,16,0.0001,11,44,full,classification,0.959500506243672,0.9975803052638916,,0.9569405015859777,0.1783090929271278,0.9975803052638916,6965131,6965131,718.3145794868469,0
2009,organamnist,organamnist_densenet121_partial_pct20_dirstart_seed45,organamnist/organamnist_densenet121_partial_pct20_dirstart_seed45/summary.json,start,densenet121,64,37,0.9999515364381693,37,0.0001,11,45,partial,classification,0.9588255146810664,0.9985639320509528,,0.9567170881402628,0.1325483029664715,0.9985639320509528,6965131,379595,1335.726378440857,20
2010,organamnist,organamnist_resnet18_partial_pct20_dirend_seed41,organamnist/organamnist_resnet18_partial_pct20_dirend_seed41/summary.json,end,resnet18,64,19,0.9999822498759314,22,0.0001,11,41,partial,classification,0.9454381820227248,0.9968880917066446,,0.9400786859590842,0.2070411708567747,0.9968880917066446,11182155,8399371,458.0482831001282,20
2011,organamnist,organamnist_densenet121_partial_pct20_dirstart_seed48,organamnist/organamnist_densenet121_partial_pct20_dirstart_seed48/summary.json,start,densenet121,64,21,0.9999158976713592,23,0.0001,11,48,partial,classification,0.9534255821802228,0.9981785092257848,,0.951303463198488,0.1407325502565438,0.9981785092257848,6965131,379595,830.690434217453,20
2012,organamnist,organamnist_resnet18_partial_pct40_dirstart_seed40,organamnist/organamnist_resnet18_partial_pct40_dirstart_seed40/summary.json,start,resnet18,64,17,0.9999469279747006,25,0.0001,11,40,partial,classification,0.9329508381145236,0.9964957318808751,,0.9251917923876536,0.2047319386234815,0.9964957318808751,11182155,679179,531.229243516922,40
2013,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed49,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct60_dirstart_seed49/summary.json,start,swin_tiny_patch4_window7_224,64,11,0.999999716024838,16,0.0001,11,49,partial,classification,0.9721003487456408,0.999444539787908,,0.969236160303121,0.1062664822293169,0.999444539787908,27527813,8230877,698.8256258964539,60
2014,organamnist,organamnist_vit_base_patch16_224_partial_pct20_dirend_seed49,organamnist/organamnist_vit_base_patch16_224_partial_pct20_dirend_seed49/summary.json,end,vit_base_patch16_224,64,9,0.9999870673805888,16,0.0001,11,49,partial,classification,0.9574755315558556,0.9974285881654318,,0.953513789455203,0.2809121544680578,0.9974285881654318,85807115,21272075,527.3708205223083,20
2015,organamnist,organamnist_vit_base_patch16_224_partial_pct20_dirstart_seed45,organamnist/organamnist_vit_base_patch16_224_partial_pct20_dirstart_seed45/summary.json,start,vit_base_patch16_224,64,12,0.9999991875652628,16,0.0001,11,45,partial,classification,0.9619192260096748,0.998947864194282,,0.9574128966699595,0.1436025049447805,0.998947864194282,85807115,21272075,689.6471922397614,20
2016,organamnist,organamnist_vit_base_patch16_224_partial_pct40_dirstart_seed42,organamnist/organamnist_vit_base_patch16_224_partial_pct40_dirstart_seed42/summary.json,start,vit_base_patch16_224,64,13,0.9999994958138744,16,0.0001,11,42,partial,classification,0.9684441444481944,0.999331682692339,,0.9660430575610334,0.1262316546649312,0.999331682692339,85807115,35447819,724.2435743808746,40
2017,organamnist,organamnist_swin_tiny_patch4_window7_224_full_pct0_seed47,organamnist/organamnist_swin_tiny_patch4_window7_224_full_pct0_seed47/summary.json,0,swin_tiny_patch4_window7_224,64,10,0.999999747319605,16,0.0001,11,47,full,classification,0.9682191472606592,0.9986710216371304,,0.9667438486809126,0.1717181330954085,0.9986710216371304,27527813,27527813,764.9733004570007,0
2018,organamnist,organamnist_swin_tiny_patch4_window7_224_partial_pct40_dirstart_seed49,organamnist/organamnist_swin_tiny_patch4_window7_224_partial_pct40_dirstart_seed49/summary.json,start,swin_tiny_patch4_window7_224,64,17,0.999994039743082,17,0.0001,11,49,partial,classification,0.9611317358533018,0.9987596056309402,,0.9604382954517008,0.1572231090922417,0.9987596056309402,27527813,2901401,713.2014055252075,40
2019,organamnist,organamnist_resnet18_partial_pct40_dirstart_seed46,organamnist/organamnist_resnet18_partial_pct40_dirstart_seed46/summary.json,start,resnet18,64,23,0.999977173599737,24,0.0001,11,46,partial,classification,0.9512318596017548,0.9980282414839338,,0.9471435793779112,0.1439094438398484,0.9980282414839338,11182155,679179,485.0111441612244,40
2020,organamnist,organamnist_densenet121_LP_pct0_seed45,organamnist/organamnist_densenet121_LP_pct0_seed45/summary.json,0,densenet121,64,36,0.9988567277657182,37,0.0001,11,45,LP,classification,0.9103386207672404,0.9943156333921978,,0.8984241358101598,0.2640179060399532,0.9943156333921978,6965131,11275,800.853217124939,0
2021,organamnist,organamnist_densenet121_partial_pct40_dirend_seed49,organamnist/organamnist_densenet121_partial_pct40_dirend_seed49/summary.json,end,densenet121,64,16,0.9999916118421356,16,0.0001,11,49,partial,classification,0.9623692203847451,0.99869093875279,,0.9604758401703124,0.153131575950944,0.99869093875279,6965131,5533451,472.5532999038696,40
2022,organamnist,organamnist_densenet121_partial_pct40_dirend_seed48,organamnist/organamnist_densenet121_partial_pct40_dirend_seed48/summary.json,end,densenet121,64,11,0.999995495904652,16,0.0001,11,48,partial,classification,0.9601192485093936,0.9978310220959098,,0.9552743413829596,0.1704034202249734,0.9978310220959098,6965131,5533451,468.9700644016266,40
2023,organamnist,organamnist_vit_base_patch16_224_partial_pct60_dirstart_seed40,organamnist/organamnist_vit_base_patch16_224_partial_pct60_dirstart_seed40/summary.json,start,vit_base_patch16_224,64,16,0.9999989855385124,16,0.0001,11,40,partial,classification,0.9661941725728428,0.9973470644896196,,0.96476436813787,0.2152992336400562,0.9973470644896196,85807115,56711435,786.5342445373535,60
